Κατηγορία,Σχολείο,Κωδικός,Διεύθυνση,Περιφερειακή Διεύθυνση
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,501603,"ΠΕΛΟΠΟΝΝΗΣΟΥ 5, ΤΚ 13562",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,501451,"ΣΟΥΛΙΟΥ 35, ΤΚ 12243",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,501531,"ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΑΙ ΔΡΑΓΟΥΜΑΝΟΥ, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,501539,"ΣΤΡΑΤΗΓΟΥ ΚΕΦΑΛΑ 38 ΚΑΙ ΜΥΣΤΡΑ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,4ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΧΑΪΔΑΡΙΟΥ,501562,"N. ΠΛΟΥΜΠΙΔΗ 24 & ΟΔΥΣΣΕΩΣ, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,501442,"ΟΡΥΖΟΜΥΛΩΝ 17, ΤΚ 12244",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,501537,"ΕΛΑΙΩΝ 61 & ΜΑΚΑΡΙΟΥ, ΤΚ 13123",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501720,"ΚΑΤΣΑΝΤΩΝΗ 16, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,501533,"ΕΛΑΙΩΝ ΚΑΙ ΚΡΩΠΙΑΣ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,5ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΧΑΪΔΑΡΙΟΥ,501566,"ΜΠΟΥΜΠΟΥΛΙΝΑΣ 88, ΤΚ 12462",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,6ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,501657,"ΠΟΡΦΥΡΑ ΚΑΙ ΠΟΡΦΥΡΟΓΕΝΝΗΤΟΥ, ΤΚ 13121",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,6ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501721,"ΠΛΟΥΤΑΡΧΟΥ 31, ΤΚ 12137",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,6ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,501534,"ΟΛΥΜΠΙΑΣ ΚΑΙ Β.ΗΠΕΙΡΟΥ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,6ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΧΑΪΔΑΡΙΟΥ,501568,"ΜΠΟΥΜΠΟΥΛΙΝΑΣ 14, ΤΚ 12462",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,7ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,501444,"ΘΗΒΩΝ 250 (Πάροδος), ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,7ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,501062,"ΑΛΑΜΑΝΑΣ & ΔΙΟΣ 1, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,7ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501722,"ΙΩΑΝΝΙΝΩΝ 46, ΤΚ 12137",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,7ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΧΑΪΔΑΡΙΟΥ - ΝΕΑ ΦΩΚΑΙΑ,501569,"ΗΛΙΑ ΒΕΝΕΖΗ 24, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,8ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,501067,"ΑΧΑΪΑΣ ΚΑΙ ΝΑΥΠΛΙΟΥ, ΤΚ 13121",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,8ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501651,"ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ ΚΑΙ ΑΡΙΣΤΑΡΧΟΥ, ΤΚ 12137",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,9ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,501446,"ΙΕΡΑ ΟΔΟΣ ΚΑΙ ΨΑΡΩΝ 4, ΤΚ 12244",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,9ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ,501658,"ΔΙΟΣ 25 ΚΑΙ ΠΟΣΕΙΔΩΝΟΣ, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,9ο ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501656,"ΑΡΓΥΡΟΚΑΣΤΡΟΥ 6, ΤΚ 12135",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,ΕΙΔΙΚΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ - ΠΡΩΗΝ ΑΝΑΠΗΡΩΝ ΠΑΙΔΩΝ,501109,"ΣΠΥΡΟΥ ΘΕΟΛΟΓΟΥ 1, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,ΕΝΙΑΙΟ ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ - ΛΥΚΕΙΟ ΑΙΓΑΛΕΩ,558001,"ΜΙΝΩΟΣ ΚΑΙ ΠΡΟΟΔΟΥ, ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,ΕΝΙΑΙΟ ΕΙΔΙΚΟ ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,511001,"Αγ. Παύλου 51, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΗΡΩ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ,501609,"ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ ΚΑΙ ΠΛΑΣΤΗΡΑ, ΤΚ 13561",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΑΙΓΑΛΕΩ,501447,"ΜΟΣΧΟΝΗΣΙΩΝ 23, ΤΚ 12242",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,ΕΣΠΕΡΙΝΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,501650,"ΚΛΕΙΤΟΡΟΣ ΚΑΙ ΑΓΙΟΥ ΠΑΥΛΟΥ 53, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,ΚΑΛΛΙΤΕΧΝΙΚΟ ΓΥΜΝΑΣΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,540001,"ΑΓ. ΙΩΑΝΝΟΥ ΘΕΟΛΟΓΟΥ ΚΑΙ ΛΕΥΚΩΣΙΑΣ 50, ΤΚ 12133",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,ΜΟΥΣΙΚΟ ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ ΜΕ ΛΥΚΕΙΑΚΕΣ ΤΑΞΕΙΣ,501563,"ΣΥΜΗΣ 5, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Γυμνάσια,ΠΕΙΡΑΜΑΤΙΚΟ ΓΥΜΝΑΣΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,501005,"ΑΓ. ΑΝΑΡΓΥΡΩΝ ΚΑΙ ΝΙΚ. ΠΛΑΣΤΗΡΑ, ΤΚ 13561",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ειδικής Επαγγελματικής Εκπαίδευσης και Κατάρτισης,Ε.Ε.Ε.ΕΚ. ΜΑΘΗΤΩΝ ΜΕ ΠΡΟΒΛΗΜΑΤΑ ΟΡΑΣΗΣ ΚΑΙ ΠΟΛΛΑΠΛΕΣ ΑΝΑΠΗΡΙΕΣ (πρώην ΤΥΦΛΩΝ ΠΟΛΥΑΝΑΠΗΡΩΝ),541005,"ΠΑΡΟΔΟΣ ΤΗΣ ΟΔΟΥ ΜΙΝΩΟΣ & ΣΚΡΑ (από Θηβών 250), ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ειδικής Επαγγελματικής Εκπαίδευσης και Κατάρτισης,ΕΕΕΕΚ ΑΙΓΑΛΕΩ - ΕΕΕΕΚ ΑΙΓΑΛΕΩ,541004,"ΙΑΣΙΟΥ ΚΑΙ ΟΡΥΖΟΜΥΛΩΝ 15, ΤΚ 12244",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΕΠΑΛ ΠΕΤΡΟΥΠΟΛΗΣ,540220,"ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ 15-17, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΕΣΠΕΡΙΝΟ ΕΠΑΛ ΑΙΓΑΛΕΩ,540375,"ΘΗΒΩΝ Κ Π. ΡΑΛΛΗ, ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΕΣΠΕΡΙΝΟ ΕΠΑΛ ΠΕΡΙΣΤΕΡΙΟΥ,540055,"ΚΥΠΡΟΥ ΚΑΙ ΨΑΡΡΩΝ 28, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑ.Λ ΚΑΜΑΤΕΡΟΥ,540864,"ΣΩΚΡΑΤΟΥΣ ΚΑΙ ΠΑΥΛΟΥ ΜΕΛΑ 1, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,540860,"ΣΗΤΕΙΑΣ 4, ΤΚ 13561",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΙΓΑΛΕΩ,540371,"ΘΗΒΩΝ ΚΑΙ ΠΕΤΡΟΥ ΡΑΛΛΗ, ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΙΛΙΟΥ,540540,"ΑΝΔΡΟΜΑΧΗΣ ΚΑΙ ΛΕΩΦΟΡΟΣ ΧΑΣΙΑΣ, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΠΕΡΙΣΤΕΡΙΟΥ,540050,"ΛΕΥΚΩΣΙΑΣ 50, ΤΚ 12133",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΧΑΪΔΑΡΙΟΥ - ΔΙΟΝΥΣΙΟΣ ΣΟΛΩΜΟΣ,540062,"ΑΓ. ΤΡΙΑΔΑΣ ΚΑΙ ΡΙΜΙΝΙ 2-4, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,2ο ΕΣΠΕΡΙΝΟ ΕΠΑ.Λ ΠΕΡΙΣΤΕΡΙΟΥ,550055,"ΣΠΕΤΣΩΝ 46 - ΜΕΓ. ΑΛΕΞΑΝΔΡΟΥ 79, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΑΙΓΑΛΕΩ,540372,"ΘΗΒΩΝ & Π. ΡΑΛΛΗ, ΤΚ 12241",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΙΛΙΟΥ,540545,"ΑΝΔΡΟΜΑΧΗΣ 1 ΚΑΙ ΦΥΛΗΣ, ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΠΕΡΙΣΤΕΡΙΟΥ,540051,"ΠΕΥΚΩΝ ΚΑΙ ΕΥΚΑΛΥΠΤΩΝ, ΤΚ 12137",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,3ο ΕΣΠΕΡΙΝΟ ΕΠΑΛ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,550870,"ΚΑΖΑΝΤΖΑΚΗ ΚΑΙ ΣΗΤΕΙΑΣ 4 - 6, ΤΚ 13561",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,3ο ΗΜΕΡΗΣΙΟ ΕΠΑΛ ΠΕΡΙΣΤΕΡΙΟΥ,540057,"ΑΓΙΟΥ ΠΑΥΛΟΥ 51, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Επαγγελματικά Λύκεια,ΕΙΔΙΚΟ ΕΠΑΛ ΙΛΙΟΥ,550560,"Σπύρου Θεολόγου 1 & Λ. Χασιάς 8η Στάση Ίλιον., ΤΚ 13122",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ΣΠΥΡΙΔΩΝ ΝΤΑΓΚΑΣ ΚΑΙ ΣΙΑ Ο.Ε. - ΝΕΑ ΠΑΙΔΕΙΑ,560020,"ΝΕΦΕΛΗΣ 1, ΤΚ 12462",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΕΚΠ. ΑΦΟΙ ΔΙΑΜΑΝΤΟΠΟΥΛΟΥ Ο.Ε.,580023,"ΜΑΡΑΘΩΝΟΣ 10, ΤΚ 12244",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ Ι.ΤΣΙΑΜΟΥΛΗ,580175,"ΚΑΡΠΕΝΗΣΙΟΥ 9, ΤΚ 12131",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ Σ. ΑΥΓΟΥΛΕΑ - ΛΙΝΑΡΔΑΤΟΥ AEE,580176,"ΕΛ. ΒΕΝΙΖΕΛΟΥ 112-114, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,Ιδιωτικό Ημερήσιο Γενικό Λύκειο Σπυρίδων Ντάγκας & ΣΙΑ ΟΕ Νέα Παιδεία,580106,"Νεφέλης 1, ΤΚ 12462",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΪΔΑΡΙΟΥ - ΙΔΙΩΤΙΚΑ ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΠΟΛΥΤΡΟΠΗ ΑΡΜΟΝΙΑ,580457,"ΣΩΚΡΑΤΟΥΣ 65, ΤΚ 12462",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΔΙΑΜΑΝΤΟΠΟΥΛΟΥ,560002,"ΜΑΡΑΘΩΝΟΣ 9-11, ΤΚ 12244",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ Ι. ΤΣΙΑΜΟΥΛΗ,560013,"ΚΑΡΠΕΝΗΣΙΟΥ 9, ΤΚ 12131",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ ΠΟΛΥΤΡΟΠΗ ΑΡΜΟΝΙΑ,560022,"ΑΡΕΟΠΟΛΕΩΣ 2, ΤΚ 12462",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΗΜΕΡΗΣΙΟ ΓΥΜΝΑΣΙΟ Σ.ΑΥΓΟΥΛΕΑ -ΛΙΝΑΡΔΑΤΟΥ ΑΕΕ,560001,"ΕΛ.ΒΕΝΙΖΕΛΟΥ 112-114, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΠΑΠΑΧΑΡΑΛΑΜΠΕΙΟ ΕΚΠΑΙΔΕΥΤΗΡΙΟ - ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ,560029,"Πελοπίδα 85, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Ιδιωτικά Σχολεία,ΠΑΠΑΧΑΡΑΛΑΜΠΕΙΟ ΕΚΠΑΙΔΕΥΤΗΡΙΟ ΙΔΙΩΤΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ,561001,"ΠΕΛΟΠΙΔΑ 83-85, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,10ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,551727,"ΙΩΑΝΝΙΝΩΝ 82, ΤΚ 12137",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,11ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,551148,"ΣΚΑΜΑΝΔΡΟΥ 73, ΤΚ 12133",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,13ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,551006,"ΣΠΕΤΣΩΝ 46, ΤΚ 12132",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,14ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,590056,"ΠΟΓΡΑΔΕΤΣ 5, ΤΚ 12131",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓ. ΑΝΑΡΓΥΡΩΝ,551590,"ΣΥΡΟΥ-ΠΑΠΑΓΟΥ 1, ΤΚ 13561",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,551452,"ΕΛ.ΒΕΝΙΖΕΛΟΥ & Δ. ΚΟΜΝΗΝΟΥ, ΤΚ 12351",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΙΓΑΛΕΩ,551440,"ΠΑΠΑΝΙΚΟΛΗ 14, ΤΚ 12242",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΙΛΙΟΥ,551530,"ΙΔΟΜΕΝΕΩΣ 104 & ΑΓ. ΒΑΡΒΑΡΑΣ, ΤΚ 13123",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΑΜΑΤΕΡΟΥ,551602,"ΕΛΛΗΣ ΚΑΙ ΑΘ. ΔΙΑΚΟΥ, ΤΚ 13451",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,551640,"ΠΕΛΑΣΓΙΑΣ ΚΑΙ ΠΑΠΑΔΙΑΜΑΝΤΗ 1, ΤΚ 12136",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,551532,"ΑΝΑΤΟΛ. ΡΩΜΥΛΙΑΣ 116 - 118 & ΘΕΣΣΑΛΙΑΣ, ΤΚ 13231",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,1ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΧΑΪΔΑΡΙΟΥ,551560,"ΑΝΕΞΑΡΤΗΣΙΑΣ 17, ΤΚ 12461",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
Λύκεια,2ο ΗΜΕΡΗΣΙΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓ. ΑΝΑΡΓΥΡΩΝ,551600,"ΠΙΝΔΟΥ ΔΑΒΑΚΗ 20, ΤΚ 13561",ΔΙΕΥΘΥΝΣΗ Δ.Ε. Γ΄ ΑΘΗΝΑΣ
