Κατηγορία,Σχολείο,Κωδικός,Διεύθυνση,Περιφερειακή Διεύθυνση,lat,lon,Τύπος,Type
Δημοτικά Σχολεία,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9050341,"ΚΟΛΟΚΥΘΑ 31,  12351",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9858522,23.6623281,Δημόσιο,Public
Δημοτικά Σχολεία,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9050418,"ΛΥΚΟΥΡΓΟΥ ΚΑΙ ΣΠΑΡΤΗΣ 2,  13561",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0206868,23.7193854,Δημόσιο,Public
Δημοτικά Σχολεία,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ - ΚΩΝΣΤΑΝΤΙΝΟΣ ΚΑΒΑΦΗΣ,9050363,"ΠΑΠΑΝΙΚΟΛΗ 14,  12242",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9942848,23.6911576,Δημόσιο,Public
Δημοτικά Σχολεία,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ,9050427,"ΔΑΒΑΚΗ 50,  13123",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.95361330000001,23.7047283,Δημόσιο,Public
Δημοτικά Σχολεία,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΜΑΤΕΡΟΥ,9050241,"ΓΟΥΝΑΡΗ ΚΑΙ ΜΙΑΟΥΛΗ,  13451",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0530257,23.7237359,Δημόσιο,Public
Δημοτικά Σχολεία,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050900,"ΠΤΟΛΕΜΑΪΔΟΣ 51,  12136",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0120879,23.6790679,Δημόσιο,Public
Δημοτικά Σχολεία,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9050065,"ΘΕΣΣΑΛΙΑΣ ΚΑΙ ΡΗΓΑ ΦΕΡΑΙΟΥ 135,  13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.03584190000001,23.6842809,Δημόσιο,Public
Δημοτικά Σχολεία,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΪΔΑΡΙΟΥ,9050374,"ΚΟΜΝΗΝΩΝ 39,  12462",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0162784,23.6334923,Δημόσιο,Public
Δημοτικά Σχολεία,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9050342,"ΜΕΣΟΛΟΓΓΙΟΥ 32,  12351",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9894062,23.6527915,Δημόσιο,Public
Δημοτικά Σχολεία,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9050419,"ΝΙΚΟΛΑΟΥ ΠΛΑΣΤΗΡΑ 206,  13561",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0298776,23.7273552,Δημόσιο,Public
Δημοτικά Σχολεία,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ - ΚΩΣΤΗΣ ΠΑΛΑΜΑΣ,9050365,"ΠΕΛΟΠΟΝΝΗΣΟΥ 5,  12243",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0009099,23.6775608,Δημόσιο,Public
Δημοτικά Σχολεία,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ,9050428,"ΑΝΔΡΕΑ ΠΑΠΑΝΔΡΕΟΥ 55-57,  13121",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0296284,23.6949815,Δημόσιο,Public
Δημοτικά Σχολεία,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΜΑΤΕΡΟΥ,9051149,"ΤΕΡΜΑ ΑΘΑΝΑΣΙΟΥ ΔΙΑΚΟΥ,  13451",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0510534,23.723941,Δημόσιο,Public
Δημοτικά Σχολεία,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050410,"ΔΑΜΑΣΚΗΝΟΥ 78,  12136",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0091723,23.6876907,Δημόσιο,Public
Δημοτικά Σχολεία,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9050830,"ΚΩΣΤΗ ΠΑΛΑΜΑ 189,  13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0390956,23.6722544,Δημόσιο,Public
Δημοτικά Σχολεία,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΪΔΑΡΙΟΥ - ΝΙΚΟΛΑΟΣ ΓΥΖΗΣ,9050375,"ΓΡΑΜΜΟΥ ΚΑΙ ΡΟΔΟΥ,  12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.009707,23.6634424,Δημόσιο,Public
Δημοτικά Σχολεία,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9050676,"ΡΑΙΔΕΣΤΟΥ 2,  12351",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9951095,23.6628888,Δημόσιο,Public
Δημοτικά Σχολεία,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9050679,"ΛΕΩΦΟΡΟΣ ΔΗΜΟΚΡΑΤΙΑΣ 306,  13562",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.04853,23.729567,Δημόσιο,Public
Δημοτικά Σχολεία,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ ΚΩΣΤΑΣ ΚΡΥΣΤΑΛΛΗΣ,9050366,"ΘΗΒΩΝ ΚΑΙ ΚΟΥΝΤΟΥΡΙΩΤΟΥ 14,  12242",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9960224,23.6808198,Δημόσιο,Public
Δημοτικά Σχολεία,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ,9050429,"ΜΕΣΗΣ ΑΝΑΤΟΛΗΣ ΚΑΙ ΤΕΝΕΔΟΥ 1,  13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.03206369999999,23.7163364,Δημόσιο,Public
Δημοτικά Σχολεία,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΜΑΤΕΡΟΥ,9051779,"ΠΑΡΟΥ ΚΑΙ ΚΑΡΥΣΤΟΥ,  13451",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.056776,23.7007829,Δημόσιο,Public
Δημοτικά Σχολεία,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050411,"ΦΑΡΣΑΛΩΝ 58,  12133",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0216879,23.6948319,Δημόσιο,Public
Δημοτικά Σχολεία,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,9050962,"ΑΚΡΟΠΟΛΕΩΣ 24,  13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0375461,23.6699398,Δημόσιο,Public
Δημοτικά Σχολεία,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΪΔΑΡΙΟΥ,9050376,"ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ ΚΑΙ ΑΘΑΝΑΣΙΟΥ ΔΙΑΚΟΥ,  12462",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0139552,23.6496063,Δημόσιο,Public
Δημοτικά Σχολεία,9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ - ΟΔΥΣΣΕΑΣ ΕΛΥΤΗΣ,9050367,"ΣΑΛΑΜΙΝΟΣ 10,  12244",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.99537189999999,23.6700115,Δημόσιο,Public
Δημοτικά Σχολεία,9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ,9050430,"ΠΕΤΡΟΥΠΟΛΕΩΣ 76,  13123",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.035305,23.6950756,Δημόσιο,Public
Δημοτικά Σχολεία,9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,9050412,"ΚΑΖΑΝΤΖΑΚΗ 6,  12136",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0073387,23.6805959,Δημόσιο,Public
Δημοτικά Σχολεία,9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΤΡΟΥΠΟΛΗΣ - ΔΙΟΜΗΔΗΣ ΚΟΜΝΗΝΟΣ,9051147,"ΣΟΥΛΙΟΥ 141,  13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0410513,23.6730417,Δημόσιο,Public
Δημοτικά Σχολεία,9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΪΔΑΡΙΟΥ,9050677,"ΚΟΛΟΚΟΤΡΩΝΗ 38 ΚΑΙ ΙΕΡΑ ΟΔΟΣ,  12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.003982,23.6559034,Δημόσιο,Public
Δημοτικά Σχολεία,ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ,9051533,"ΟΛΥΜΠΙΑΣ ΚΑΙ ΚΟΡΙΝΘΟΥ,  12243",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9964801,23.676626,Δημόσιο,Public
Δημοτικά Σχολεία,ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ - ΓΙΑ ΠΑΙΔΙΑ ΜΕ ΚΙΝΗΤΙΚΑ ΠΡΟΒΛΗΜΑΤΑ,9521166,"ΟΡΥΖΟΜΥΛΩΝ ΚΑΙ ΙΑΣΙΟΥ,  12244",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.98389710000001,23.6684655,Δημόσιο,Public
Δημοτικά Σχολεία,ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΙΓΑΛΕΩ - ΕΚΠΑΙΔΕΥΣΗΣ ΠΑΙΔΙΩΝ ΣΤΟ ΦΑΣΜΑ ΤΟΥ ΑΥΤΙΣΜΟΥ,9521164,"ΟΡΥΖΟΜΥΛΩΝ ΚΑΙ ΙΑΣΙΟΥ,  12244",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.98389710000001,23.6684655,Δημόσιο,Public
Δημοτικά Σχολεία,ΝΕΣΤΟΡΕΙΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ,9051144,"ΘΗΒΩΝ 422,  13121",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0247087,23.6959031,Δημόσιο,Public
Ιδιωτικά Σχολεία,1ο ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ Σ. ΑΥΓΟΥΛΕΑ - ΛΙΝΑΡΔΑΤΟΥ Α.Ε.Ε.,7053010,"ΑΡΚΑΔΙΟΥ 63-65,  12132",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0148987,23.7009811,Ιδωτικό,Private
Ιδιωτικά Σχολεία,2ο ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΙΩΑΝΝΗΣ ΤΣΙΑΜΟΥΛΗΣ,7053037,,ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,,,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΕΛΕΝΗ ΑΝΤΩΝΙΟΥ ΠΑΠΑΧΑΡΑΛΑΜΠΕΙΟ ΕΚΠΑΙΔΕΥΤΗΡΙΟ,7053014,"ΠΕΛΟΠΙΔΑ 85,  12136",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.01470310000001,23.6823485,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - ΝΕΑ ΠΑΙΔΕΙΑ ΣΠΥΡΟΣ ΝΤΑΓΚΑΣ & ΣΙΑ ΟΕ,7053004,"ΣΑΤΩΒΡΙΑΝΔΟΥ 9,  12462",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.01197190000001,23.6459047,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - ΠΑΙΔΙΚΟ ΠΟΛΥΤΕΧΝΕΙΟ,7053020,"ΣΚΥΡΟΥ 16,  12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0099599,23.6630241,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - ΠΡΟΤΥΠΗ ΠΑΙΔΑΓΩΓΙΚΗ,7053002,"ΣΩΚΡΑΤΟΥΣ 45,  12462",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0163296,23.652196,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΑΦΟΙ Ι.ΔΙΑΜΑΝΤΟΠΟΥΛΟΥ Ο.Ε.,7053000,"ΜΑΡΑΘΩΝΟΣ 9 - 11,  12244",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9954158,23.6693499,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ ΑΦΟΙ ΚΑΣΣΑΒΗΤΑ Ο.Ε,7053018,"ΘΡΑΚΗΣ 75,  13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0416111,23.6872984,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ Ι. ΤΣΙΑΜΟΥΛΗΣ,7053008,"ΔΕΡΒΕΝΑΚΙΩΝ 44,  12131",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.00732259999999,23.6908264,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - Α. ΣΟΦΙΟΥ Ε.Ε. (ΑΓΩΓΗ ΚΑΙ ΦΡΟΝΤΙΔΑ),7053029,"ΔΙΟΝΥΣΙΟΥ 63 & ΦΘΙΩΤΙΔΟΣ,  13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0241795,23.7044969,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΛΕΞΑΝΔΡΟΥ ΧΡΥΣΟΥΛΑ,7053075,,ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,,,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΝΤΩΝΙΟΥ ΕΛΕΝΗ,7053061,,ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,,,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΚΠΑΙΔΕΥΤΗΡΙΑ Ι. ΔΙΑΜΑΝΤΟΠΟΥΛΟΥ,7053001,"ΜΑΡΑΘΩΝΟΣ 9 - 11,  12244",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9954158,23.6693499,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΟΝΤΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ,7053021,"ΚΟΙΜΗΣΕΩΣ ΘΕΟΤΟΚΟΥ 2 & ΜΕΘΟΔΙΟΥ - ΠΑΛΑΤΙΑΝΗ,  13121",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0310499,23.6930406,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΩΝΣΤΑΝΤΙΝΙΔΟΥ ΓΕΩΡΓΙΑ,7053067,"ΧΙΟΥ 4, ",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0195775,23.6961222,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΠΑΙΔΙΚΟ ΠΟΛΥΤΕΧΝΕΙΟ (Μ. ΓΙΑΝΝΙΚΑΚΗ & ΣΙΑ ),7053027,"ΡΟΔΟΥ 11,  12462",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,36.4340533,28.2176379,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΠΑΙΔΟΣΤΡΟΒΙΛΟΣ (Φ.ΛΥΣΣΑΡΗ - Φ.ΠΑΝΑΓΟΠΟΥΛΟΥ ΟΕ),7053073,"ΑΓΗΣΙΛΑΟΥ 20, ΠΕΤΡΟΥΠΟΛΗ,  13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0398322,23.6715773,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - Σ. ΑΥΓΟΥΛΕΑ - ΛΙΝΑΡΔΑΤΟΥ Α.Ε.Ε,7053011,"ΑΡΚΑΔΙΟΥ 63-65,  12132",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0148987,23.7009811,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΣΑΚΩΝΑΣ ΘΕΟΔΩΡΟΣ & ΣΙΑ Ο.Ε. (ΟΥΡΑΝΙΟ ΤΟΞΟ),7053003,"ΘΕΟΤΟΚΟΥ ΚΑΙ ΑΝΑΓΕΝΝΗΣΕΩΣ 38,  12243",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0006937,23.6800558,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΦΩΤΕΙΝΗ ΠΑΛΛΗ - ΕΥΣΑΪΑ ΚΕΠΙΔΟΥ Ο.Ε. (ΠΡΟΤΥΠΗ ΠΑΙΔΑΓΩΓΙΚΗ),7053005,"ΣΩΚΡΑΤΟΥΣ 45,  12462",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0163296,23.652196,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΝΕΑ ΠΑΙΔΕΙΑ (2ο),7053079,,ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,,,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - Ο ΚΟΣΜΟΣ ΤΟΥ ΠΑΙΔΙΟΥ (2ο),7053077,,ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,,,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ-ΒΑΦΕΙΑΔΑΚΕΙΟΝ,7053081,"ΜΑΡΑΘΩΝΟΜΑΧΩΝ 4 ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ ΑΤΤΙΚΗΣ,  13562",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0379242,23.7260907,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ-ΠΡΩΤΗ ΠΡΟΒΑ,7053083,"Ανθέων 4-6,  12461",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0089175,23.6526486,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - GREEN SCΗOOL,7053051,"ΣΚΟΥΦΑ 1,  13451",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0601671,23.7074263,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΑΦΟΙ ΠΑΠΑΝΙΚΟΛΑΟΥ ΟΕ,7053063,"ΚΥΠΡΟΥ 46,  13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0371196,23.688814,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΔΗΜΑΚΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ,7053065,,ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,,,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΖΩΓΑ ΜΑΡΙΑ (ΜΑΓΙΚΟΣ ΚΟΣΜΟΣ),7053039,"ΘΕΡΣΙΤΟΥ 80,  13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0337805,23.7035109,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΟΛΕΛΗ ΑΙΜΙΛΙΑ,7053053,"Πατρόκλου 51,  13122",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0326886,23.7101779,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΟΥΡΑΤΟΡΑ ΑΙΚΑΤΕΡΙΝΗ & ΣΙΑ ΟΕ (Η ΛΙΛΙΠΟΥΠΟΛΗ),7053031,"28ης ΟΚΤΩΒΡΙΟΥ 44 - 46,  13231",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,38.0399719,23.6816637,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΥΝΗΓΟΠΟΥΛΟΥ ΜΕΛΠΟΜΕΝΗ - ΚΥΝΗΓΟΠΟΥΛΟΥ ΙΟΡΔΑΝΑ Ο.Ε (ΑΣΤΕΡΑΚΙ),7053041,"Κ. ΒΑΡΝΑΛΗ 79,  12134",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9707334,23.676336,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΛΕΒΕΝΤΑΚΗ ΚΑΛΛΙΟΠΗ,7053035,"ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ 293 & ΙΩΑΝΝΙΝΩΝ 18,  13562",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,39.66502880000001,20.8537466,Ιδωτικό,Private
Ιδιωτικά Σχολεία,ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΜΑΡΙΑ ΝΤΑΓΚΑ ΚΑΙ ΣΙΑ ΟΕ (ΝΕΑ ΠΑΙΔΕΙΑ),7053017,"ΑΝΔΡΟΥ 3, ",ΔΙΕΥΘΥΝΣΗ Π.Ε. Γ΄ ΑΘΗΝΑΣ,37.9586097,23.6928604,Ιδωτικό,Private
